City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
200,shirokiy,49.758,129.523,-2.4,46,0,3.0,RU,1680642623
201,sola,-13.8833,167.55,28.11,73,65,6.59,VU,1680642623
202,mancio lima,-7.6142,-72.8958,26.56,91,99,1.65,BR,1680642623
203,tambura,5.6,27.4667,25.56,31,45,1.61,SS,1680642624
204,bredasdorp,-34.5322,20.0403,16.5,89,7,2.01,ZA,1680642624
205,torbay,47.6666,-52.7314,3.65,82,50,1.79,CA,1680642625
206,dire,12.2833,-10.9667,32.15,12,0,0.33,ML,1680642625
207,steamboat springs,40.485,-106.8317,-2.22,74,75,8.23,US,1680642621
208,miajadas,39.1513,-5.9084,12.2,25,0,2.95,ES,1680642626
209,chabahar,25.2919,60.643,23.93,68,0,5.07,IR,1680642627
210,griffith,41.5284,-87.4237,21.26,83,100,5.14,US,1680642627
211,oranjemund,-28.55,16.4333,16.05,84,0,3.26,NA,1680642627
212,alexandria,31.2156,29.9553,15.3,69,0,0.74,EG,1680642356
213,yelizovo,53.1873,158.3805,-0.92,86,100,3.13,RU,1680642628
214,mackay,-21.15,149.2,24.27,88,10,2.3,AU,1680642628
215,ust-tsilma,65.441,52.1498,-2.67,99,100,0.71,RU,1680642629
216,matagami,49.7502,-77.6328,-5.91,69,100,3.65,CA,1680642629
217,ribeira grande,38.5167,-28.7,13.76,76,25,0.89,PT,1680642629
218,zalegoshch,52.9008,36.8869,8.27,79,100,1.71,RU,1680642629
219,mount gambier,-37.8333,140.7667,10.25,96,41,2.17,AU,1680642630
220,trairi,-3.2778,-39.2689,24.92,83,49,1.14,BR,1680642615
221,chauk,20.8833,94.8167,25.97,49,67,1.24,MM,1680642631
222,boa vista,2.8197,-60.6733,30.99,45,75,3.6,BR,1680642386
223,umea,63.8284,20.2597,-5.04,93,0,0.0,SE,1680642631
224,kaitangata,-46.2817,169.8464,12.74,94,99,2.72,NZ,1680642631
225,chara,56.9064,118.2631,-13.0,85,72,1.56,RU,1680642632
226,karratha,-20.7377,116.8463,27.56,73,76,3.47,AU,1680642632
227,iberia,29.9502,-91.7507,28.04,69,20,9.26,US,1680642632
228,mikhaylovka,50.06,43.2379,9.88,78,49,1.24,RU,1680642633
229,san patricio,28.017,-97.5169,30.05,62,100,9.09,US,1680642633
230,belle fourche,44.6714,-103.8522,-1.39,66,100,5.85,US,1680642633
231,asyut,27.181,31.1837,22.81,19,1,5.34,EG,1680642634
232,mehamn,71.0357,27.8492,-0.03,80,75,5.66,NO,1680642634
233,santa isabel do rio negro,-0.4139,-65.0192,28.54,69,100,0.89,BR,1680642635
234,zomba,-15.386,35.3188,17.38,96,24,1.15,MW,1680642635
235,roald,62.5833,6.1333,4.86,87,0,1.03,NO,1680642635
236,paracatu,-17.2222,-46.8747,23.44,65,55,2.21,BR,1680642635
237,los llanos de aridane,28.6585,-17.9182,16.86,69,0,8.23,ES,1680642636
238,cherskiy,68.75,161.3,-17.05,71,94,2.41,RU,1680642636
239,sasina,44.7987,16.739,2.99,73,100,1.91,BA,1680642637
240,luanda,-8.8368,13.2343,28.0,78,40,1.54,AO,1680642637
241,qaqortoq,60.7167,-46.0333,-0.27,91,98,1.01,GL,1680642638
242,guijalo,13.7373,123.868,22.85,74,72,1.42,PH,1680642638
243,katangli,51.7102,143.2326,-3.56,68,0,7.44,RU,1680642638
244,turayf,31.6725,38.6637,19.5,21,64,0.93,SA,1680642639
245,nurpur,29.15,78.4167,20.36,53,0,3.52,IN,1680642639
246,russell,32.3502,-85.1999,28.78,58,0,3.09,US,1680642639
247,severo-kurilsk,50.6789,156.125,1.19,87,100,5.7,RU,1680642640
248,naze,28.3667,129.4833,17.83,68,91,8.28,JP,1680642640
249,camana,-16.6228,-72.7111,24.59,82,65,3.14,PE,1680642640
250,fort nelson,58.8053,-122.7002,3.86,41,70,2.24,CA,1680642640
251,marystown,47.1666,-55.1483,2.7,100,98,5.49,CA,1680642641
252,sorong,-0.8833,131.25,26.6,81,100,3.35,ID,1680642641
253,baruun-urt,46.6806,113.2792,-4.96,38,37,2.34,MN,1680642641
254,rawson,-43.3002,-65.1023,24.0,24,34,5.1,AR,1680642642
255,lebu,-37.6167,-73.65,15.04,69,98,3.82,CL,1680642642
256,araripina,-7.5761,-40.4983,24.27,58,84,2.57,BR,1680642643
257,pochutla,15.7432,-96.4661,34.9,47,100,5.34,MX,1680642643
258,uppsala,60.0,17.75,-3.27,86,7,0.0,SE,1680642643
259,talnakh,69.4865,88.3972,-11.55,98,100,5.55,RU,1680642644
260,krasnyy chikoy,50.3643,108.7512,-7.96,82,96,1.43,RU,1680642644
261,yuci,37.6803,112.7319,3.86,87,40,1.0,CN,1680642644
262,san quintin,30.4833,-115.95,15.03,43,0,10.02,MX,1680642645
263,abbeville,50.1,1.8333,4.98,72,0,1.81,FR,1680642645
264,soyo,-6.1349,12.3689,27.09,74,100,1.3,AO,1680642645
265,hilo,19.7297,-155.09,24.97,80,100,3.58,US,1680642565
266,yenagoa,4.9247,6.2642,25.86,83,100,2.66,NG,1680642646
267,balgazyn,51.0,95.2,-9.52,82,100,1.35,RU,1680642647
268,bukachacha,52.9833,116.9167,-8.9,93,100,1.03,RU,1680642647
269,ballinasloe,53.3275,-8.2194,9.32,96,100,5.78,IE,1680642647
270,vaini,-21.2,-175.2,28.09,74,40,3.09,TO,1680642647
271,fare,-16.7,-151.0167,27.75,73,39,3.04,PF,1680642648
272,ambad,19.6167,75.8,27.73,31,22,6.13,IN,1680642648
273,jodar,37.8406,-3.3526,10.96,27,25,1.83,ES,1680642648
274,fitjar,59.9184,5.3192,4.83,75,6,4.68,NO,1680642649
275,luderitz,-26.6481,15.1594,23.28,39,0,4.61,NA,1680642649
276,lapua,62.9693,23.0088,-4.25,98,32,1.19,FI,1680642649
277,the valley,18.217,-63.0578,27.12,65,40,7.72,AI,1680642650
278,hay river,60.8156,-115.7999,-5.02,79,67,2.64,CA,1680642650
279,ponta do sol,32.6667,-17.1,18.73,71,48,4.57,PT,1680642650
280,opuwo,-18.0607,13.84,22.22,53,33,0.77,NA,1680642651
281,seoul,37.5683,126.9778,12.69,83,100,6.43,KR,1680642629
282,novichikha,52.204,81.3877,-0.25,66,13,1.73,RU,1680642651
283,berlevag,70.8578,29.0864,0.0,74,75,6.69,NO,1680642652
284,nhulunbuy,-12.2333,136.7667,26.34,89,100,0.0,AU,1680642652
285,zhigansk,66.7697,123.3711,-21.14,96,100,10.51,RU,1680642652
286,antequera,37.0194,-4.5612,12.75,89,82,3.36,ES,1680642652
287,lasa,46.6166,10.7002,2.42,84,26,1.87,IT,1680642653
288,beringovskiy,63.05,179.3167,-14.48,89,93,1.83,RU,1680642653
289,camocim,-2.9022,-40.8411,25.16,85,100,2.08,BR,1680642654
290,kuytun,54.3419,101.5036,-4.02,91,100,6.08,RU,1680642654
291,granard,53.7667,-7.5,8.79,97,100,5.54,IE,1680642654
292,vila franca do campo,37.7167,-25.4333,14.23,83,93,3.14,PT,1680642655
293,lazaro cardenas,17.9583,-102.2,28.59,59,100,5.07,MX,1680642655
294,bengkulu,-3.8004,102.2655,23.33,91,100,1.88,ID,1680642655
295,mongomo,1.6274,11.3135,19.68,98,59,0.38,GQ,1680642655
296,lakes entrance,-37.8811,147.981,13.77,88,49,3.02,AU,1680642656
297,narsaq,60.9167,-46.05,4.12,88,97,0.68,GL,1680642656
298,shimanovsk,52.0,127.7,-2.68,63,2,2.44,RU,1680642656
299,te anau,-45.4167,167.7167,13.81,87,99,3.05,NZ,1680642657
300,lorengau,-2.0226,147.2712,26.95,77,96,0.53,PG,1680642657
301,sobolevo,54.4299,31.8996,1.18,100,100,1.63,RU,1680642657
302,arlit,18.7369,7.3853,28.51,5,6,3.42,NE,1680642472
303,tautira,-17.7333,-149.15,27.74,74,65,3.28,PF,1680642658
304,ulladulla,-35.35,150.4667,15.61,85,7,2.06,AU,1680642658
305,neustadt,49.7117,12.0872,-0.19,66,75,0.0,DE,1680642658
306,malakal,9.5334,31.6605,31.5,16,51,0.71,SS,1680642659
307,maun,-19.9833,23.4167,24.02,33,38,2.82,BW,1680642558
308,kristinehamn,59.3098,14.1081,-1.69,88,67,2.45,SE,1680642659
309,champua,22.0833,85.6667,25.39,44,3,1.84,IN,1680642660
310,nuuk,64.1835,-51.7216,0.34,64,0,4.63,GL,1680642500
311,flinders,-34.5833,150.8552,15.1,89,5,0.89,AU,1680642660
312,bubaque,11.2833,-15.8333,25.85,69,2,7.94,GW,1680642661
313,katsuura,35.1333,140.3,13.61,57,39,2.4,JP,1680642661
314,port moresby,-9.4431,147.1797,24.91,89,92,1.56,PG,1680642661
315,christchurch,-43.5333,172.6333,14.67,87,72,1.54,NZ,1680642035
316,simav,39.0882,28.9777,7.88,92,68,2.51,TR,1680642662
317,igarka,67.4667,86.5833,-6.94,87,100,7.5,RU,1680642662
318,severnoye,56.3491,78.3619,-2.07,90,71,3.67,RU,1680642663
319,olsztyn,53.7799,20.4942,-4.02,73,52,2.01,PL,1680642663
320,gwanda,-20.9333,29.0,20.11,71,0,5.78,ZW,1680642663
321,vilhena,-12.7406,-60.1458,23.72,92,61,1.54,BR,1680642618
322,pisco,-13.7,-76.2167,28.03,65,0,6.69,PE,1680642664
323,basco,20.4487,121.9702,25.17,67,12,8.06,PH,1680642664
324,geraldton,-28.7667,114.6,13.23,82,0,1.54,AU,1680642665
325,williston,48.147,-103.618,-5.66,78,100,1.79,US,1680642665
326,sarahan,31.5167,77.8,3.06,62,0,3.83,IN,1680642665
327,saint george,37.1041,-113.5841,6.35,45,75,5.14,US,1680642448
328,zhezkazgan,47.8043,67.7144,1.99,38,40,6.0,KZ,1680642666
329,besikduzu,41.052,39.2284,20.94,55,100,5.19,TR,1680642666
330,garden city,42.3256,-83.331,14.38,78,100,7.72,US,1680642465
331,elizabeth city,36.2946,-76.2511,25.57,73,0,4.63,US,1680642667
332,tamandare,-8.7597,-35.1047,25.15,86,100,3.21,BR,1680642667
333,bontang,0.1333,117.5,24.86,89,100,1.3,ID,1680642668
334,ahipara,-35.1667,173.1667,16.78,66,87,1.59,NZ,1680642511
335,sitka,57.0531,-135.33,5.94,56,100,4.63,US,1680642668
336,bud,39.447,-86.1758,27.01,83,100,6.39,US,1680642669
337,ust-maya,60.4167,134.5333,-9.44,96,100,2.3,RU,1680642669
338,moramanga,-18.9333,48.2,18.63,100,100,0.69,MG,1680642669
339,windsor,42.3001,-83.0165,14.19,84,100,6.17,CA,1680642413
340,pinotepa nacional,16.3167,-98.0167,32.94,40,12,5.55,MX,1680642670
341,hasaki,35.7333,140.8333,6.22,55,19,3.52,JP,1680642671
342,honiara,-9.4333,159.95,27.3,79,29,1.73,SB,1680642671
343,enumclaw,47.2043,-121.9915,9.63,65,73,1.79,US,1680642671
344,hobyo,5.3505,48.5268,27.99,75,24,5.33,SO,1680642672
345,jalu,29.0331,21.5482,17.91,33,0,3.67,LY,1680642672
346,ileza,61.0533,43.9002,0.66,100,100,1.61,RU,1680642673
347,cap malheureux,-19.9842,57.6142,26.22,73,100,2.39,MU,1680642673
348,general roca,-39.0333,-67.5833,28.68,30,16,9.84,AR,1680642673
349,pokosnoye,55.5258,101.0536,-5.64,81,100,4.24,RU,1680642674
350,gondar,12.6,37.4667,18.78,20,55,3.11,ET,1680642674
351,tianpeng,30.9866,103.9393,12.84,83,100,4.35,CN,1680642674
352,batemans bay,-35.7167,150.1833,16.17,88,31,1.61,AU,1680642675
353,fuxin,42.0156,121.6589,6.83,16,100,5.53,CN,1680642675
354,ventspils,57.3894,21.5606,-0.04,86,75,3.6,LV,1680642675
355,khash,28.2211,61.2158,16.62,19,0,1.08,IR,1680642676
356,caravelas,-17.7125,-39.2481,25.3,78,98,3.41,BR,1680642677
357,mujiayingzi,42.1167,118.7833,0.45,67,100,2.32,CN,1680642679
358,college,64.8569,-147.8028,3.18,61,75,1.54,US,1680642679
359,namanga,-2.5433,36.7905,19.12,86,85,2.59,KE,1680642680
360,tabou,4.423,-7.3528,27.0,83,16,2.9,CI,1680642680
361,batetskiy,58.6461,30.3027,-0.8,98,100,2.21,RU,1680642680
362,wasilla,61.5814,-149.4394,3.92,56,100,5.14,US,1680642501
363,cape coast,5.1053,-1.2466,27.6,82,83,4.52,GH,1680642681
364,cruzeiro do sul,-29.5128,-51.9853,24.71,74,100,1.97,BR,1680642552
365,guilin,25.2819,110.2864,16.23,91,58,4.46,CN,1680642681
366,valdivia,-39.8142,-73.2459,21.05,48,100,1.01,CL,1680642682
367,vao,-22.6667,167.4833,25.88,83,93,6.93,NC,1680642682
368,paulo ramos,-4.2167,-45.1833,24.02,95,100,0.89,BR,1680642683
369,sneek,53.033,5.6589,5.52,83,68,2.6,NL,1680642683
370,leningradskiy,69.3833,178.4167,-22.0,84,19,2.25,RU,1680642684
371,nizwa,22.9333,57.5333,20.76,33,0,0.95,OM,1680642684
372,aasiaat,68.7098,-52.8699,-20.43,98,34,1.63,GL,1680642684
373,iqaluit,63.7506,-68.5145,-15.04,78,100,5.81,CA,1680642580
374,chai badan,15.2,101.1333,26.79,69,8,2.11,TH,1680642685
375,sayan,-11.1361,-77.1933,24.89,79,98,2.81,PE,1680642685
376,zaraza,9.3503,-65.3245,32.01,40,54,6.73,VE,1680642685
377,luwuk,-0.9516,122.7875,24.43,91,100,2.29,ID,1680642686
378,severobaykalsk,55.65,109.3167,-8.88,87,74,2.59,RU,1680642686
379,orlik,52.5178,99.825,-13.8,92,79,1.48,RU,1680642686
380,aginskoye,51.1,114.53,-1.95,60,100,5.06,RU,1680642687
381,kindia,10.0569,-12.8658,25.88,64,23,2.51,GN,1680642687
382,rocha,-34.4833,-54.3333,18.51,77,36,3.16,UY,1680642652
383,isla vista,34.4133,-119.861,18.47,45,0,8.23,US,1680642688
384,ouesso,1.6136,16.0517,20.17,90,100,0.8,CG,1680642688
385,esna,25.2934,32.554,25.84,7,96,2.54,EG,1680642689
386,atambua,-9.1061,124.8925,22.03,88,97,1.63,ID,1680642689
387,george town,5.4112,100.3354,26.96,83,20,0.0,MY,1680642689
388,labytnangi,66.6572,66.4183,-16.23,97,95,2.45,RU,1680642690
389,kuching,1.55,110.3333,25.12,94,20,0.51,MY,1680642690
390,sehore,23.2,77.0833,24.19,42,19,1.25,IN,1680642690
391,beira,-19.8436,34.8389,24.05,100,0,1.54,MZ,1680642691
